Page ID,Page name,Disclaimer,Amount spent (MYR),Number of ads in Library,is_included,party,coalition,is_personal_page,other_page
100493749307079,Khairul Firdaus 凯鲁菲道斯,These ads ran without a disclaimer,≤100,1,,,,,
102986635920003,PH Tawau,Addy Bin Samsudin,≤100,2,,,,,
1114776515339660,Kenneth Wai Kok Leong 韦国樑,Wai Kok Leong,≤100,4,,,,,
118296831521246,PINKGUY,These ads ran without a disclaimer,≤100,1,,,,,
1800060296950780,Asrul Nizan Hj Abd Jalil,Asrul Nizan Hj Abd Jalil,≤100,4,,,,,
2215045608817360,Nolee Radzi,Wan Harisun,≤100,2,,,,,
110330625151721,Chew & Co.,Chew & Co.,≤100,2,,,,,
102306768493738,Teksi Keningau Ke Kk,These ads ran without a disclaimer,≤100,2,,,,,
198966677219713,Faisal Abd Rahman,Faisal Abd Rahman,≤100,5,,,,,
107544104719529,FinGuider 美股資訊網,These ads ran without a disclaimer,≤100,3,,,,,
109582558535486,Revenue,These ads ran without a disclaimer,≤100,2,,,,,
144912392365553,Dato' Ahmad Yakob,Nik Mohamad Azreen Bin Nik Yahya,≤100,2,,,,,
100908651275881,Media UBAS,Suhaimi Bin Che Noor,≤100,4,,,,,
103615989206404,Perikatan Nasional P012 Jerai,Ruzbihan Hadi Bin Ahmad Bakhtiar,≤100,1,,,,,
180730792704301,Agora Society Malaysia 群议社,Lim Chee Han,≤100,5,,,,,
1808805976085930,Majlis Belia Orang Asal Sabah,Addy Bin Samsudin,≤100,2,,,,,
102654551089987,Kong Cheng Ann 江承鴳 - Ivan,Kong Cheng Ann,≤100,13,,,,,
103657549164360,Serom Family,Serom Family,≤100,4,,,,,
332747486848807,Sim Chon Siang 沈春祥,Sim Chon Siang 沈春祥,≤100,2,,,,,
1494887027449420,Cofeology Cafe & Restaurant,These ads ran without a disclaimer,≤100,1,,,,,
103364274717362,ONG SENG GUAN 王星元,Seng Guan Ong,≤100,1,,,,,
113117024943133,Datuk Wira Megat Zulkarnain 拿督威拉梅格祖卡纳,These ads ran without a disclaimer,≤100,2,,,,,
535475413131516,SZ Blooms,SZ Blooms,≤100,1,,,,,
104130059145995,Road-Tax.com,Road-Tax.com,≤100,1,,,,,
111834567155510,YUAN LING Property,Lim Yuan Ling,≤100,3,,,,,
112371283921365,Hanif Jamaluddin,These ads ran without a disclaimer,≤100,1,,,,,
548747648518235,WR Trader Academy,These ads ran without a disclaimer,≤100,12,,,,,
1002457159920580,Thiban Subbramaniam,Thiban A/L Subbramaniam,≤100,2,,,,,
109580085307494,Pengeluaran Duit Ajaib Halal,These ads ran without a disclaimer,≤100,1,,,,,
107504598815702,Dato Sri Chandra Balabedha,These ads ran without a disclaimer,≤100,1,,,,,
1899495053620220,Ajar Demokrasi,Ajar Demokrasi,≤100,4,,,,,
103467899120054,"Parti Warisan Sekijang, Johor",These ads ran without a disclaimer,≤100,1,,,,,
108889194380470,Perikatan Nasional Parlimen Bangi,Perikatan Nasional Parlimen Bangi,≤100,1,,,,,
105773672270721,IDOS Beauty Salon,These ads ran without a disclaimer,≤100,1,,,,,
101598012770429,Razmi Sudin,These ads ran without a disclaimer,≤100,1,,,,,
411752989240084,MEME Politik Sabah,These ads ran without a disclaimer,≤100,1,,,,,
125279958350,GIVE.asia,These ads ran without a disclaimer,≤100,1,,,,,
2087762754839690,Emma Gellariea,These ads ran without a disclaimer,≤100,1,,,,,
1396425660640520,Immunise4Life,These ads ran without a disclaimer,≤100,1,,,,,
1013074452040060,Whoosh Eyewear,These ads ran without a disclaimer,≤100,1,,,,,
1704863553123480,SinarBestari,Sinar Bestari,≤100,1,,,,,
173935606013378,PahangKu Media,Muhamad Khalid Bin Tan,≤100,1,,,,,
754400848036095,Audi Koh Director Timsun Malaysia,These ads ran without a disclaimer,≤100,1,,,,,
105057232411843,Dr. Zaliha Mustafa,These ads ran without a disclaimer,≤100,2,,,,,
108383725867658,RYTHM Foundation,These ads ran without a disclaimer,≤100,2,,,,,
108825134281379,ALIGN Fitness,These ads ran without a disclaimer,≤100,1,,,,,
100183259598512,99 SPEED,These ads ran without a disclaimer,≤100,1,,,,,
100286686218685,Dato' Syed 4 Bukit Gantang,These ads ran without a disclaimer,≤100,6,,,,,
674108052781088,圣约翰科技大学马来西亚校友会,These ads ran without a disclaimer,≤100,1,,,,,
100883838519088,IFruits Market,These ads ran without a disclaimer,≤100,2,,,,,
225685927482720,Pemuda PAS Selangor,Ahmad Ansarullah Bin Zulkifli,≤100,2,,,,,
274030749389323,Pusat Khidmat ADUN Selama,These ads ran without a disclaimer,≤100,1,,,,,
100570712093790,Salamiah Mohd Nor,These ads ran without a disclaimer,≤100,3,,,,,
310799822964018,Lim Hui Ying 林慧英,Lim Hui Ying 林慧英,≤100,2,,,,,
528262633921715,Pemuda PAS Shah Alam,Mohd Huzaifah Bin Mokhtar,≤100,2,,,,,
227029162062,Shamsul Iskandar Mohd Akin,Shamsul Iskandar Mohd Akin,≤100,2,,,,,
108752471400410,Vcorp Capital,These ads ran without a disclaimer,≤100,2,,,,,
105357582347726,葡萄小說,These ads ran without a disclaimer,≤100,1,,,,,
251585348580537,Nuhairi Rahmat,These ads ran without a disclaimer,≤100,1,,,,,
100844041862257,Suhaimi Haji Nasir - Page,These ads ran without a disclaimer,≤100,3,,,,,
105171192862790,UNRWA,These ads ran without a disclaimer,≤100,2,,,,,
1866881650069310,Minyak Masak Kijang Gold,These ads ran without a disclaimer,≤100,1,,,,,
106011132335743,Parlimen P167 Kudat,Portal Mudah,≤100,1,,,,,
1388548264745250,LinkedIn Talent Solutions,These ads ran without a disclaimer,≤100,3,,,,,
112512225006407,PAGOH NO1,These ads ran without a disclaimer,≤100,2,,,,,
228166420966448,Dr. Ahmad Fakhruddin Sheikh Fakhrurazi,Dr. Ahmad Fakhruddin Sheikh Fakhrurazi,≤100,2,,,,,
192323984171757,Latest Malaysia News,Kazi Mahmood Fatagar,≤100,1,,,,,
106983557308275,AJE SYOHH,AJE SYOHH,≤100,3,,,,,
512439245793683,GSK careers,These ads ran without a disclaimer,≤100,1,,,,,
511561258941414,Bong Jenn Fonng 黄振峰,Bong Jenn Fonng,≤100,8,,,,,
109567768566893,Dakwah Pedalaman,Portal Mudah,≤100,1,,,,,
111539441765422,Calon Parlimen P094 Hulu Selangor,Raja Muhammad Fikri Mamat,≤100,4,,,,,
105030268864653,Msia Landed Specialist 无冕之王,These ads ran without a disclaimer,≤100,1,,,,,
225180164621461,Papasan Canteen,These ads ran without a disclaimer,≤100,1,,,,,
195895497280372,MRANTI,These ads ran without a disclaimer,≤100,1,,,,,
233951524226280,Adam Loh,Loh Wei Chai,≤100,2,,,,,
104836924402646,Ustaz Muhammad Husain - UMH,These ads ran without a disclaimer,≤100,3,,,,,
1432309066980810,Harry的涂鸦笔记本,These ads ran without a disclaimer,≤100,2,,,,,
458817690979235,SG FinTech Festival,These ads ran without a disclaimer,≤100,1,,,,,
970282392983160,Ashley Furniture HomeStore Malaysia,These ads ran without a disclaimer,≤100,1,,,,,
100873322770491,Baiduri Sejati,Hanisah Binti Deraman,≤100,1,,,,,
414346502371601,Parti Pribumi Bersatu Malaysia Ipoh Timur,Khairul Azmel Bin Mohammed,≤100,1,,,,,
330451017046844,Amirudin Shari,These ads ran without a disclaimer,≤100,2,,,,,
541459579537440,Hizero Malaysia,These ads ran without a disclaimer,≤100,1,,,,,
722733778124972,MGI Wellness,These ads ran without a disclaimer,≤100,3,,,,,
718352778222402,KEADILAN Pulau Pinang,Abdul Rahim Bin Abdul Rani,≤100,4,,,,,
111443160771462,Komik Sejarah Malaysia,These ads ran without a disclaimer,≤100,2,,,,,
232122397524049,Baling Dihatiku,These ads ran without a disclaimer,≤100,2,,,,,
105419740922540,Brandon Seah 謝文展 -Mcentury AVG 马来西亚 TOP 杰青領袖,These ads ran without a disclaimer,≤100,1,,,,,
218988758113244,Akademi Sains Malaysia,These ads ran without a disclaimer,≤100,1,,,,,
105534622957678,PAS Kawasan Tampin,PAS Kawasan Tampin,≤100,1,,,,,
104688308002388,陈昭宋 Cally Ting,Ting Zhao Song,≤100,1,,,,,
504436556623535,June Leow,June Leow,≤100,2,,,,,
425695967637606,Sany Hamzan,Amanah Hulu Langat,≤100,1,,,,,
107758355045299,Puteri Bay Hotel Melaka,Puteri Bay Hotel Melaka,≤100,1,,,,,
101320764797476,Free From Agenda,Mohd Ikhmal Abu Bakar,≤100,1,,,,,
111715953978288,I Love Laundry,These ads ran without a disclaimer,≤100,1,,,,,
40949157713,JUICE Malaysia,JUICE Malaysia,≤100,1,,,,,
229498331066475,Sim Fui 沈飛,Sim Fui,≤100,1,,,,,
332747486848807,Sim Chon Siang 沈春祥,Kerk Chun Beng,≤100,1,,,,,
471326676387226,DAP Melaka 马六甲民主行动党 ஜனநாயக செயல் கட்சி,DAP Malaysia,≤100,1,,,,,
106948215287125,Anak Hulu Selangor,Anak Hulu Selangor,≤100,1,,,,,
114516808129959,Anak Muar Peduli,Mohamad Faizal Bin Mohamad Radzi,≤100,6,,,,,
107256002123416,GazeBo WaRisan SeNi,These ads ran without a disclaimer,≤100,1,,,,,
394980734370655,KorokSado,These ads ran without a disclaimer,≤100,4,,,,,
312443752176073,Ustaz Najhan Salleh - UNS,These ads ran without a disclaimer,≤100,1,,,,,
102733941361505,BurandoMarkt ART & Stationery ブランドマーク,These ads ran without a disclaimer,≤100,1,,,,,
106385625601607,Razak Ridzuan,AMANAH,≤100,1,,,,,
108079055370663,FSM GROUP,These ads ran without a disclaimer,≤100,1,,,,,
106989545444284,Herba Rahsia- Alam,These ads ran without a disclaimer,≤100,2,,,,,
1223203054501660,Lenggeng Sejahtera,These ads ran without a disclaimer,≤100,1,,,,,
102216792719219,FIFO Asia Online Game,These ads ran without a disclaimer,≤100,1,,,,,
106811645425534,Media Matu Daro,Khairul Syafiq Drahman,≤100,1,,,,,
108957201294428,Melakagegaulagi,These ads ran without a disclaimer,≤100,2,,,,,
164492150267814,Dewan Muslimat PAS Melaka,These ads ran without a disclaimer,≤100,2,,,,,
109074175331142,MB88 0174,These ads ran without a disclaimer,≤100,3,,,,,
105050998902103,股票投资 筹码分析,These ads ran without a disclaimer,≤100,1,,,,,
103510125825693,Liang -  Loi Kok Liang,Hiu Chin Yih,≤100,1,,,,,
107411765325076,Addicto HQ,These ads ran without a disclaimer,≤100,3,,,,,
110113041724566,Nine days of life,These ads ran without a disclaimer,≤100,1,,,,,
1837494459804630,勁揪,These ads ran without a disclaimer,≤100,1,,,,,
100470582836876,YB Nolee Radzi,These ads ran without a disclaimer,≤100,1,,,,,
104884290266839,DAP TAWAU,Thien Ee Hang,≤100,1,,,,,
7783116506,Animals Asia,These ads ran without a disclaimer,≤100,5,,,,,
138680046148501,Mega Chess Academy,These ads ran without a disclaimer,≤100,2,,,,,
126121114067217,Angkatan Belia Islam Malaysia / Muslim Youth Movement of Malaysia (ABIM),These ads ran without a disclaimer,≤100,2,,,,,
167176000648790,BN Comms Indera Mahkota,Ahmad Nizam Abdul Ghani,≤100,1,,,,,
283717409247735,Moge Tee Kepong,These ads ran without a disclaimer,≤100,1,,,,,
1661635780717010,Pas Kawasan Kota Raja,Atiqah Husna,≤100,3,,,,,
108228345341325,DSSV,DSSV,≤100,2,,,,,
134350940016055,Ustaz Dr Nik Zawawi Bin Salleh,These ads ran without a disclaimer,≤100,1,,,,,
271483482902778,BS Technology,These ads ran without a disclaimer,≤100,1,,,,,
101734919418671,Maxwell Rojis,AMANAH,≤100,1,,,,,
2492438910774280,Modos International,These ads ran without a disclaimer,≤100,1,,,,,
101937529344169,Jejari LabuLabi,These ads ran without a disclaimer,≤100,1,,,,,
1266101610085370,企业家媒体 The Entrepreneur,These ads ran without a disclaimer,≤100,1,,,,,
1629692917267420,Jiwa Bakti,Khairul Syafiq Drahman,≤100,2,,,,,
109474451959665,Nolee Radzi For Tanjong Malim,Wan Harisun,≤100,3,,,,,
103627859199432,Penyengat,These ads ran without a disclaimer,≤100,2,,,,,
327216500800440,Summer Dessert Bakery,These ads ran without a disclaimer,≤100,1,,,,,
100293729517064,TONG FONG Resources,These ads ran without a disclaimer,≤100,1,,,,,
100599062468919,Optical Thirty 7,These ads ran without a disclaimer,≤100,1,,,,,
101184435294797,Mustafa Shah Abdul Hamid,These ads ran without a disclaimer,≤100,1,,,,,
206197753093706,AmazingTalker,These ads ran without a disclaimer,≤100,2,,,,,
107564031000716,Nor Azmi Mat Ludin,These ads ran without a disclaimer,≤100,1,,,,,
616602958436773,Spencer Ooi,These ads ran without a disclaimer,≤100,1,,,,,
101912522752678,全 KL 最 Jeng Property,These ads ran without a disclaimer,≤100,1,,,,,
103704245367814,陈利威,Tan Lee Ooi,≤100,6,,,,,
188500236582976,AnyMeta Global,These ads ran without a disclaimer,≤100,1,,,,,
112919758267665,Ashwagandha By Astraherbs Ksm-66,These ads ran without a disclaimer,≤100,1,,,,,
111059577266139,Khwong Eleader007,These ads ran without a disclaimer,≤100,1,,,,,
1744716682510050,Ustaz Aire Roslan - UAR,Rafi'uddin Bin Kamaruddin,≤100,1,,,,,
103377738853281,Berita Kesihatan Malaysia,These ads ran without a disclaimer,≤100,2,,,,,
102822522066165,食光栈 Time's Eateria,These ads ran without a disclaimer,≤100,1,,,,,
102311539122284,Perikatan Nasional Pelangai,These ads ran without a disclaimer,≤100,1,,,,,
361499127743323,Frida Shop,VIDARA SDN BHD,≤100,1,,,,,
112729428834359,MYCA Accountants & Advisors,These ads ran without a disclaimer,≤100,1,,,,,
846837278740835,Shatiri FanClub  - Kota Damansara,YB Shatiri Mansor,≤100,4,,,,,
106640884153108,Peduli,These ads ran without a disclaimer,≤100,2,,,,,
100258322188377,Mr.Tony 's Kitchen,These ads ran without a disclaimer,≤100,2,,,,,
109368321865194,BBQ Di Baggai 碳烤二师兄,These ads ran without a disclaimer,≤100,1,,,,,
156706292344,ERA (Malaysia),These ads ran without a disclaimer,≤100,2,,,,,
102039365795381,Pejabat ADUN Perling,These ads ran without a disclaimer,≤100,1,,,,,
281039479019103,Teh Kee Sin 郑己胜,These ads ran without a disclaimer,≤100,2,,,,,
265133725593,PemudaGombak.com,PemudaGombak.com,≤100,2,,,,,
106422858807839,LailaPali Empire Doorgift,These ads ran without a disclaimer,≤100,2,,,,,
108380465291758,Yong Teck Lee Official,Yong Teck Lee Official,≤100,2,,,,,
107387124933948,MY Mediclo,These ads ran without a disclaimer,≤100,5,,,,,
101681018531555,Imperial Gift Bird’s Nest 御燕玺礼燕窝,These ads ran without a disclaimer,≤100,1,,,,,
100877362850992,PRU15,These ads ran without a disclaimer,≤100,1,,,,,
686966964664476,Heart of Malaysian,These ads ran without a disclaimer,≤100,1,,,,,
468286647043726,柔佛圈,J Media Enterprise,≤100,1,,,,,
103316855934209,PUTRA JELI,Muhamad Nur Firdaus,≤100,1,,,,,
100834008881504,mooda.my,mooda.my,≤100,1,,,,,
112507286074318,K Gard Windows Tinting Specialist And Coating Center,These ads ran without a disclaimer,≤100,2,,,,,
216926965005999,HKTDC Exhibition Channel 香港貿發局展覽頻道,These ads ran without a disclaimer,≤100,6,,,,,
105998012325719,Dato’ Haji Umor Arbain Bin Haji Dollah,Umar Arbain,≤100,2,,,,,
115121535188191,Economist Impact events,These ads ran without a disclaimer,≤100,14,,,,,
105550278980561,Hj.Irmayanty,These ads ran without a disclaimer,≤100,2,,,,,
110086760718982,Abqaree Fawwaz Bin Abekan,Namia Empire,≤100,2,,,,,
2105177903075210,Rabbit Hole,Rabbit Hole,≤100,1,,,,,
131189377574,MDPI,These ads ran without a disclaimer,≤100,20,,,,,
104488215698110,Malaysia bast Tips,These ads ran without a disclaimer,≤100,1,,,,,
103054159001821,Friends & Family Noodle Library ｜ 友家面馆,These ads ran without a disclaimer,≤100,3,,,,,
109140301979862,Buletin Perak,These ads ran without a disclaimer,≤100,1,,,,,
111682035056418,Parti Warisan Kangar,These ads ran without a disclaimer,≤100,2,,,,,
103238714393771,KE Academy - 幼教培训,These ads ran without a disclaimer,≤100,1,,,,,
100618591674939,Raja Ahmad Iskandar Fareez,These ads ran without a disclaimer,≤100,1,,,,,
178427728851619,马六甲中华大会堂青年团,马六甲中华大会堂青年团,≤100,1,,,,,
276342006041537,Dr. Ahmad Termizi Ramli,These ads ran without a disclaimer,≤100,1,,,,,
103888585005894,Ahmad Haris  Bookstore,These ads ran without a disclaimer,≤100,1,,,,,
205423682862251,李偉康 Lee Wai Hong,Wai Hong Lee,≤100,1,,,,,
144912392365553,Dato' Ahmad Yakob,Unit Komunikasi Menteri Besar,≤100,2,,,,,
629531773739424,Jalaluddin Alias,These ads ran without a disclaimer,≤100,2,,,,,
678811362163260,Ir. Ts. Khairil Nizam,Ir. Ts. Khairil Nizam,≤100,1,,,,,
208371683037269,NBCU Catalyst,These ads ran without a disclaimer,≤100,13,,,,,
1593554760858970,Dato' Asmawi,Dzul Iskandar Bin Muhamad Fauzi,≤100,3,,,,,
103731065885704,Samsudin Mohamad Fauzi,These ads ran without a disclaimer,≤100,1,,,,,
109872068530534,Liaw Kit Siong,Winston Liaw,≤100,1,,,,,
109411544763933,ZainabSuhaili,Parti Amanah Negara,≤100,1,,,,,
545672362151698,Empirics,These ads ran without a disclaimer,≤100,2,,,,,
103099938307056,YM Tengku Amir,These ads ran without a disclaimer,≤100,2,,,,,
1445512262126190,蕉赖十一哩华小校友会,These ads ran without a disclaimer,≤100,2,,,,,
105256685385882,Eskayvie by Shafizarina,Shafizarina Mohd Shah,≤100,1,,,,,
31373189944,Malaysiakini BM,These ads ran without a disclaimer,≤100,1,,,,,
103620942418140,Nx1-PRO Treatment Enjin Padu,These ads ran without a disclaimer,≤100,1,,,,,
127037124035476,Cyberport 數碼港,These ads ran without a disclaimer,≤100,4,,,,,
231300803661301,Tan Kar Hing,These ads ran without a disclaimer,≤100,2,,,,,
110544031660373,Enjoy Love Story,These ads ran without a disclaimer,≤100,3,,,,,
572464766545133,Skyscape Johor Bahru,These ads ran without a disclaimer,≤100,1,,,,,
111267965122429,Lahaji Lahiya,Parti Amanah Negara,≤100,1,,,,,
104384941736644,MIMPI BONDA HQ,These ads ran without a disclaimer,≤100,4,,,,,
112089921706008,Ranndy Yap,These ads ran without a disclaimer,≤100,1,,,,,
475179689246657,YB Ustaz Mohd Azam Abd Samat - DUN Sungai Limau,Adnan Bin Yusof,≤100,1,,,,,
364668830685980,Pusat Khidmat Rakyat Parlimen Hulu Selangor,Natasha Nabila Binti Rani,≤100,1,,,,,
109951580791165,Gavin Way 魏家颖,Gavin Way,≤100,1,,,,,
114226407429407,Parti Keadilan Rakyat Cabang Pasir Gudang,These ads ran without a disclaimer,≤100,1,,,,,
103654025706555,武侯府 Wu Hou Fu Hot Pot-Kepong,These ads ran without a disclaimer,≤100,1,,,,,
100857002838982,N11 - Harapan Dun Pulau Tawar,These ads ran without a disclaimer,≤100,2,,,,,
101029228980035,AMR People Solutions Sdn. Bhd.,These ads ran without a disclaimer,≤100,1,,,,,
155104014505376,Nick Shen Weijun 沈炜竣,These ads ran without a disclaimer,≤100,2,,,,,
1440149286061850,Double C 双熙工作坊,These ads ran without a disclaimer,≤100,1,,,,,
110971218489165,Dr KJ John,K.J John A/L John Kuruvilla,≤100,2,,,,,
1531570613776460,拾方視角,These ads ran without a disclaimer,≤100,1,,,,,
100830909366944,Rawatan Enjin Berkesan,These ads ran without a disclaimer,≤100,1,,,,,
475722805830431,Reezal Merican Naina Merican,These ads ran without a disclaimer,≤100,1,,,,,
1933995736914320,Quek Tai Seong 郭大雄,These ads ran without a disclaimer,≤100,1,,,,,
8539814909,International Animal Rescue,These ads ran without a disclaimer,≤100,3,,,,,
845030752174530,Ameerah Melaka,These ads ran without a disclaimer,≤100,1,,,,,
1991365040945720,Coway Cyberjaya,These ads ran without a disclaimer,≤100,2,,,,,
1899495053620220,Ajar Demokrasi,These ads ran without a disclaimer,≤100,1,,,,,
572813142735069,REV JOHN Ganapathy,These ads ran without a disclaimer,≤100,1,,,,,
114488157344796,The Generations,These ads ran without a disclaimer,≤100,1,,,,,
104903330871195,Agensi Pekerjaan Kaizen Sdn. Bhd,These ads ran without a disclaimer,≤100,1,,,,,
108399335389115,keelkaa,These ads ran without a disclaimer,≤100,1,,,,,
1517088885216550,AIG,These ads ran without a disclaimer,≤100,4,,,,,
111160730747637,Trivia Stars,These ads ran without a disclaimer,≤100,2,,,,,
112790714941028,Wolf 小説夢,These ads ran without a disclaimer,≤100,2,,,,,
111140283614679,Boba Wang Malaysia 金刚王,These ads ran without a disclaimer,≤100,1,,,,,
102238502443326,Thien Ee Hang 邓宇航,Thien Ee Hang,≤100,1,,,,,
108501218684467,Feetworld,These ads ran without a disclaimer,≤100,1,,,,,
1646496448900510,Thye Hin - Trading Sdn. Bhd. - Seremban,These ads ran without a disclaimer,≤100,1,,,,,
232346716925403,Majalah Forex Malaysia,These ads ran without a disclaimer,≤100,1,,,,,
113361447207006,Zero Chance of Illegal Migration,These ads ran without a disclaimer,≤100,1,,,,,
110188268014876,Simplot SEA,These ads ran without a disclaimer,≤100,4,,,,,
105343035665277,OFW CoachJenilyn,These ads ran without a disclaimer,≤100,1,,,,,
1003367356437510,Rice Media,These ads ran without a disclaimer,≤100,1,,,,,
108602371685931,足球營SoccerCamp,These ads ran without a disclaimer,≤100,2,,,,,
1721351294762330,RIZKA,These ads ran without a disclaimer,≤100,2,,,,,
111010537309312,Shazwan Zdainal,These ads ran without a disclaimer,≤100,1,,,,,
103705673013349,Pertubuhan IKRAM Malaysia,These ads ran without a disclaimer,≤100,1,,,,,
1429942950553590,Adipec Official,These ads ran without a disclaimer,≤100,5,,,,,
174532709290967,FBS Markets Inc.,These ads ran without a disclaimer,≤100,1,,,,,
1392018674345570,Perdana,These ads ran without a disclaimer,≤100,1,,,,,
2204769006213290,天下無双⦁火锅 Unique S Steamboat,These ads ran without a disclaimer,≤100,1,,,,,
101270319469570,Siti Aminah Aching - P.177 Beaufort,These ads ran without a disclaimer,≤100,1,,,,,
113753460262489,Neumann Snooker,These ads ran without a disclaimer,≤100,1,,,,,
119405895873,Huawei,These ads ran without a disclaimer,≤100,3,,,,,
110297484122510,Malakat Grocer,These ads ran without a disclaimer,≤100,2,,,,,
107306491631700,GKtv Law,These ads ran without a disclaimer,≤100,1,,,,,
134305430704042,兔子园自助餐庆典策划一站式服务  Rabbit Home Catering One Stop Services,These ads ran without a disclaimer,≤100,1,,,,,
105749012214991,Permai Care - Tabung Kebajikan,Khairul Anuar Bin Ahmad Kamil,≤100,1,,,,,
121350964566751,DHL Motorsports,These ads ran without a disclaimer,≤100,6,,,,,
350513215930588,羅思輝 Lo Su Fui,These ads ran without a disclaimer,≤100,1,,,,,
1543187315913200,MediSpring Family Polyclinic 爱家医务所,These ads ran without a disclaimer,≤100,1,,,,,
104144307874802,Yomie's Rice X Yogurt - Penang & Kedah 有米酸奶,These ads ran without a disclaimer,≤100,3,,,,,
111442203991779,"Ir. Darren Chin, 陈文强",These ads ran without a disclaimer,≤100,1,,,,,
134278719946186,Bayer,These ads ran without a disclaimer,≤100,1,,,,,
100124386254777,4D Best Tips,These ads ran without a disclaimer,≤100,1,,,,,
158005258347611,Life WareHouse,These ads ran without a disclaimer,≤100,1,,,,,
289963741156793,We Fully Support BN 我们全力支持国阵,These ads ran without a disclaimer,≤100,2,,,,,
216566245066825,Musawah,These ads ran without a disclaimer,≤100,1,,,,,
1228474900588300,Pendidikan Anak Pahang,These ads ran without a disclaimer,≤100,3,,,,,
638113246310127,Classic WOMEN Beauty & Academy,These ads ran without a disclaimer,≤100,1,,,,,
693604094104222,Cerita viral terkini,These ads ran without a disclaimer,≤100,3,,,,,
100957392834915,Razali Bin Saad,These ads ran without a disclaimer,≤100,1,,,,,
2079633679001250,YK Teoh • 股票特训赢,These ads ran without a disclaimer,≤100,3,,,,,
100552416205020,mastergohdessert,These ads ran without a disclaimer,≤100,1,,,,,
1527056330927960,Ahmad Anwar Asyraf,Ahmad Anwar Asyraf Bin Ismail,≤100,3,,,,,
101716142731085,Taufiq Johari,These ads ran without a disclaimer,≤100,2,,,,,
102931885970104,P.201 Batang Lupar,These ads ran without a disclaimer,≤100,1,,,,,
464996406869911,Yanie Yanson,These ads ran without a disclaimer,≤100,1,,,,,
387985251680150,Dapur Ammara,These ads ran without a disclaimer,≤100,1,,,,,
101367112234481,Chantelle's Secret,These ads ran without a disclaimer,≤100,2,,,,,
100527411918996,花语轩富贵花Innocence Adenium,These ads ran without a disclaimer,≤100,1,,,,,
102879464621401,Ficus Bistro,These ads ran without a disclaimer,≤100,1,,,,,
1753673204847390,Desserto Sharifah,These ads ran without a disclaimer,≤100,2,,,,,
110029238561943,Zakwan FWD Takaful Advisor,These ads ran without a disclaimer,≤100,3,,,,,
1739043016307370,Illustra Bukukafe,These ads ran without a disclaimer,≤100,2,,,,,
1451101228315840,Iman Care,These ads ran without a disclaimer,≤100,2,,,,,
108191560738547,Ellzar Consultant,These ads ran without a disclaimer,≤100,1,,,,,
136176823413276,Eco-Business,These ads ran without a disclaimer,≤100,4,,,,,
107302588853555,Great_Aston Technology,These ads ran without a disclaimer,≤100,1,,,,,
674108052781088,圣约翰科技大学马来西亚校友会,圣约翰科技大学马来西亚校友会,≤100,1,,,,,
1556481434584900,Paul Xavier,These ads ran without a disclaimer,≤100,1,,,,,
103000768523104,Dee Car Rental,These ads ran without a disclaimer,≤100,1,,,,,
109501631856985,Gencestyle,These ads ran without a disclaimer,≤100,2,,,,,
1452232881531900,UNICEF East Asia & Pacific,These ads ran without a disclaimer,≤100,42,,,,,
107486961571533,Kavi Gupta Gallery,These ads ran without a disclaimer,≤100,1,,,,,
104801675783784,Mazween Mokhtar,These ads ran without a disclaimer,≤100,1,,,,,
1997429833858870,Institute for Essential Services Reform,These ads ran without a disclaimer,≤100,1,,,,,
111239113795372,Yuki Yap童装,These ads ran without a disclaimer,≤100,1,,,,,
102202384790269,DiFluid,These ads ran without a disclaimer,≤100,3,,,,,
1415473095360650,Soul Hooked on Food ｜Tiffany L.,These ads ran without a disclaimer,≤100,1,,,,,
101725039433746,Shaun Young 杨茂琥,Kong Haw Jien,≤100,2,,,,,
111185920236701,Principal Malaysia,These ads ran without a disclaimer,≤100,3,,,,,
237545824894580,Beaubeauty,These ads ran without a disclaimer,≤100,1,,,,,
93889432933,CNA,These ads ran without a disclaimer,≤100,1,,,,,
324579130968882,TAKDE Harapan,Zaparudin Abdul Rahim,≤100,1,,,,,
107478735206534,Pejuang P149 Sri Gading,These ads ran without a disclaimer,≤100,1,,,,,
170761103009938,Wong Yuee Harng 王宇航,Wong Yuee Harng 王宇航,≤100,2,,,,,
511561258941414,Bong Jenn Fonng 黄振峰,Jenn Fonng Bong,≤100,1,,,,,
933048020199296,Bersatu LEPAR,These ads ran without a disclaimer,≤100,1,,,,,
1013354525488960,Bersatu Bahagian Tanjong Malim,Wan Harisun,≤100,1,,,,,
1744911689126390,12up,These ads ran without a disclaimer,≤100,6,,,,,
160203857956575,Yayasan An Nabawi,These ads ran without a disclaimer,≤100,1,,,,,
109323123907267,NOODOU,These ads ran without a disclaimer,≤100,1,,,,,
105424640803008,TRT World Forum,These ads ran without a disclaimer,≤100,8,,,,,
101245952792192,Beauty With Vgene,These ads ran without a disclaimer,≤100,1,,,,,
1482565412020420,Ido's Express Malaysia,These ads ran without a disclaimer,≤100,2,,,,,
1805664819532010,Mohamad Zen Peli,Parti Amanah Negara,≤100,1,,,,,
423177137785998,Penang My Hometown 我来自槟城,These ads ran without a disclaimer,≤100,1,,,,,
103761354486193,Asyraf Halim,Asyraf Halim,≤100,1,,,,,
127840240590766,劉必榮國際新聞評論,These ads ran without a disclaimer,≤100,1,,,,,
145327659223282,Nature Index,These ads ran without a disclaimer,≤100,1,,,,,
